x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
-220.9517621,-200.0,0.0,apical
-204.126341,-200.0,0.0,apical
-187.3009199,-200.0,0.0,apical
-170.4754988,-200.0,0.0,apical
-153.6500777,-200.0,0.0,apical
-136.8246566,-200.0,0.0,apical
-119.9992355,-200.0,0.0,apical
-103.1738144,-200.0,0.0,apical
-86.34839329,-200.0,0.0,apical
-69.52297219,-200.0,0.0,apical
-52.6975511,-200.0,0.0,apical
-35.87213,-200.0,0.0,apical
-19.0467089,-200.0,0.0,apical
-2.221287808,-200.0,0.0,apical
14.604133288385563,-200.0,0.0,apical
31.429554384294057,-200.0,0.0,apical
48.25497548020255,-200.0,0.0,apical
65.08039657611106,-200.0,0.0,apical
81.90581767201955,-200.0,0.0,apical
98.73123876792805,-200.0,0.0,apical
115.55665986383654,-200.0,0.0,apical
132.38208095974502,-200.0,0.0,apical
149.20750205565352,-200.0,0.0,apical
166.03292315156202,-200.0,0.0,apical
182.8583442474705,-200.0,0.0,apical
199.6837653,-200.0,0.0,apical
216.5091864392875,-200.0,0.0,apical
-212.5390515,-185.4287579,0.0,apical
-195.7136304,-185.4287579,0.0,apical
-178.8882093,-185.4287579,0.0,apical
-162.0627882,-185.4287579,0.0,apical
-145.2373671,-185.4287579,0.0,apical
-128.411946,-185.4287579,0.0,apical
-111.5865249,-185.4287579,0.0,apical
-94.76110384,-185.4287579,0.0,apical
-77.93568274,-185.4287579,0.0,apical
-61.11026164,-185.4287579,0.0,apical
-44.28484055,-185.4287579,0.0,apical
-27.45941945,-185.4287579,0.0,apical
-10.63399836,-185.4287579,0.0,apical
6.191422740431335,-185.4287579,0.0,apical
23.01684383633983,-185.4287579,0.0,apical
39.84226493224833,-185.4287579,0.0,apical
56.66768602815682,-185.4287579,0.0,apical
73.49310712406532,-185.4287579,0.0,apical
90.31852821997381,-185.4287579,0.0,apical
107.14394931588231,-185.4287579,0.0,apical
123.9693704117908,-185.4287579,0.0,apical
140.7947915076993,-185.4287579,0.0,apical
157.6202126036078,-185.4287579,0.0,apical
174.4456336995163,-185.4287579,0.0,apical
191.2710547954248,-185.4287579,0.0,apical
208.09647589133328,-185.4287579,0.0,apical
-220.9517621,-170.8575158,0.0,apical
-204.126341,-170.8575158,0.0,apical
-187.3009199,-170.8575158,0.0,apical
-170.4754988,-170.8575158,0.0,apical
-153.6500777,-170.8575158,0.0,apical
-136.8246566,-170.8575158,0.0,apical
-119.9992355,-170.8575158,0.0,apical
-103.1738144,-170.8575158,0.0,apical
-86.34839329,-170.8575158,0.0,apical
-69.52297219,-170.8575158,0.0,apical
-52.6975511,-170.8575158,0.0,apical
-35.87213,-170.8575158,0.0,apical
-19.0467089,-170.8575158,0.0,apical
-2.221287808,-170.8575158,0.0,apical
14.604133288385563,-170.8575158,0.0,apical
31.429554384294057,-170.8575158,0.0,apical
48.25497548020255,-170.8575158,0.0,apical
65.08039657611106,-170.8575158,0.0,apical
81.90581767201955,-170.8575158,0.0,apical
98.73123876792805,-170.8575158,0.0,apical
115.55665986383654,-170.8575158,0.0,apical
132.38208095974502,-170.8575158,0.0,apical
149.20750205565352,-170.8575158,0.0,apical
166.03292315156202,-170.8575158,0.0,apical
182.8583442474705,-170.8575158,0.0,apical
199.6837653,-170.8575158,0.0,apical
216.5091864392875,-170.8575158,0.0,apical
-220.9517621,-150.0,0.0,rgc
-204.126341,-150.0,0.0,rgc
-187.3009199,-150.0,0.0,rgc
-170.4754988,-150.0,0.0,rgc
-153.6500777,-150.0,0.0,rgc
-136.8246566,-150.0,0.0,rgc
-119.9992355,-150.0,0.0,rgc
-103.1738144,-150.0,0.0,rgc
-86.34839329,-150.0,0.0,rgc
-69.52297219,-150.0,0.0,rgc
-52.6975511,-150.0,0.0,rgc
-35.87213,-150.0,0.0,rgc
-19.0467089,-150.0,0.0,rgc
-2.221287808,-150.0,0.0,rgc
14.604133288385563,-150.0,0.0,rgc
31.429554384294057,-150.0,0.0,rgc
48.25497548020255,-150.0,0.0,rgc
65.08039657611106,-150.0,0.0,rgc
81.90581767201955,-150.0,0.0,rgc
98.73123876792805,-150.0,0.0,rgc
115.55665986383654,-150.0,0.0,rgc
132.38208095974502,-150.0,0.0,rgc
149.20750205565352,-150.0,0.0,rgc
166.03292315156202,-150.0,0.0,rgc
182.8583442474705,-150.0,0.0,rgc
199.6837653,-150.0,0.0,rgc
216.5091864392875,-150.0,0.0,rgc
-192.3990395,-62.0,0.0,pial
-182.5581587,-62.0,0.0,pial
-172.7172778,-62.0,0.0,pial
-162.8763969,-62.0,0.0,pial
-153.0355161,-62.0,0.0,pial
-143.1946352,-62.0,0.0,pial
-133.3537543,-62.0,0.0,pial
-123.5128734,-62.0,0.0,pial
-113.6719926,-62.0,0.0,pial
-103.8311117,-62.0,0.0,pial
-93.99023084,-62.0,0.0,pial
-84.14934997,-62.0,0.0,pial
-74.3084691,-62.0,0.0,pial
-64.46758823,-62.0,0.0,pial
-54.62670736,-62.0,0.0,pial
-44.78582649,-62.0,0.0,pial
-34.94494562,-62.0,0.0,pial
-25.10406475,-62.0,0.0,pial
-15.26318388,-62.0,0.0,pial
-5.422303008,-62.0,0.0,pial
4.418577861696861,-62.0,0.0,pial
14.259458731797565,-62.0,0.0,pial
24.10033960189827,-62.0,0.0,pial
33.941220471998975,-62.0,0.0,pial
43.78210134209968,-62.0,0.0,pial
53.622982212200384,-62.0,0.0,pial
63.46386308230109,-62.0,0.0,pial
73.30474395,-62.0,0.0,pial
83.14562482,-62.0,0.0,pial
92.98650569,-62.0,0.0,pial
102.82738656270391,-62.0,0.0,pial
112.66826743280461,-62.0,0.0,pial
122.50914830290532,-62.0,0.0,pial
132.35002917300602,-62.0,0.0,pial
142.19091004310673,-62.0,0.0,pial
152.03179091320743,-62.0,0.0,pial
161.87267178330814,-62.0,0.0,pial
171.71355265340884,-62.0,0.0,pial
181.55443352350954,-62.0,0.0,pial
191.39531439361025,-62.0,0.0,pial
-197.31948,-53.47754717,0.0,pial
-187.4785991,-53.47754717,0.0,pial
-177.6377182,-53.47754717,0.0,pial
-167.7968374,-53.47754717,0.0,pial
-157.9559565,-53.47754717,0.0,pial
-148.1150756,-53.47754717,0.0,pial
-138.2741948,-53.47754717,0.0,pial
-128.4333139,-53.47754717,0.0,pial
-118.592433,-53.47754717,0.0,pial
-108.7515521,-53.47754717,0.0,pial
-98.91067127,-53.47754717,0.0,pial
-89.0697904,-53.47754717,0.0,pial
-79.22890953,-53.47754717,0.0,pial
-69.38802866,-53.47754717,0.0,pial
-59.54714779,-53.47754717,0.0,pial
-49.70626692,-53.47754717,0.0,pial
-39.86538605,-53.47754717,0.0,pial
-30.02450518,-53.47754717,0.0,pial
-20.18362431,-53.47754717,0.0,pial
-10.34274344,-53.47754717,0.0,pial
-0.501862573,-53.47754717,0.0,pial
9.339018296747213,-53.47754717,0.0,pial
19.179899166847918,-53.47754717,0.0,pial
29.020780036948622,-53.47754717,0.0,pial
38.86166090704933,-53.47754717,0.0,pial
48.70254177715003,-53.47754717,0.0,pial
58.543422647250736,-53.47754717,0.0,pial
68.38430351735144,-53.47754717,0.0,pial
78.22518438745215,-53.47754717,0.0,pial
88.06606525755285,-53.47754717,0.0,pial
97.90694612765355,-53.47754717,0.0,pial
107.74782699775426,-53.47754717,0.0,pial
117.58870786785496,-53.47754717,0.0,pial
127.42958873795567,-53.47754717,0.0,pial
